title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categories,url,categoryName
Lo de Rosendo,3.9,3676,Castro Barros 502,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 4981-2693,"['Parrilla','Restaurante']",https://www.google.com/maps/search/?api=1&query=Lo%20de%20Rosendo&query_place_id=ChIJy1P5MFjKvJUREZRGBbtojMs,Parrilla
El Gustito Burger,5,24,Sánchez de Loria 633,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://gustitohamburguesa.netlify.app/,+54 11 2275-0551,['Hamburguesería'],https://www.google.com/maps/search/?api=1&query=El%20Gustito%20Burger&query_place_id=ChIJ1S3nWyHLvJURI7O6pvj0BBs,Hamburguesería
El Desembarco Boedo,4.4,12181,Castro Barros 785,AUTONOMA DE BUENOS AIRES,Cdad. Autónoma de Buenos Aires,AR,https://www.eldesembarco.com/menu,+54 11 6410-2061,"['Hamburguesería','Bar','Cervecería artesanal','Restaurante']",https://www.google.com/maps/search/?api=1&query=El%20Desembarco%20Boedo&query_place_id=ChIJdabHUlbKvJUR0-vVgJbPCGk,Hamburguesería
Corleone,4.9,84,Maza 769 C1220ABE,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://wa.me/541124609681,+54 11 2460-9681,['Pub restaurante'],https://www.google.com/maps/search/?api=1&query=Corleone&query_place_id=ChIJnyFih2LLvJURlCDRLdoibpo,Pub restaurante
Gran Boedo,4.2,1887,Av. Boedo 397,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://www.instagram.com/gran.boedo/,+54 11 2141-0314,['Restaurante'],https://www.google.com/maps/search/?api=1&query=Gran%20Boedo&query_place_id=ChIJsZqKEwHLvJURm0yaw2aYDY8,Restaurante
Batcave Arg -Comics & Beers-,5,26,Colombres 690,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://www.instagram.com/batcavearg,\N,"['Comercio','Cervecería artesanal','Tienda de cómics']",https://www.google.com/maps/search/?api=1&query=Batcave%20Arg%20-Comics%20%26%20Beers-&query_place_id=ChIJs3IEzVLLvJURmuSJZCNZ_wM,Comercio
PARADA 96,4.7,15,Av. Independencia 3799,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 4197-1218,['Restaurante'],https://www.google.com/maps/search/?api=1&query=PARADA%2096&query_place_id=ChIJ72ITTlbKvJURG5FBsUZNd5A,Restaurante
Familias Salteñas,4.8,58,Venezuela 3576,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 2666-4204,"['Restaurante','Comida a domicilio']",https://www.google.com/maps/search/?api=1&query=Familias%20Salte%C3%B1as&query_place_id=ChIJ42ao9_fKvJURukZBsK506n4,Restaurante
Café Grisel,4.6,80,Sánchez de Loria 802,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 4957-2868,"['Restaurante','Cafetería']",https://www.google.com/maps/search/?api=1&query=Caf%C3%A9%20Grisel&query_place_id=ChIJV2vYcfnKvJURDPH4xIpfSrQ,Restaurante
El Siciliano,4.5,672,Colombres 355,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,\N,['Bar restaurante'],https://www.google.com/maps/search/?api=1&query=El%20Siciliano&query_place_id=ChIJH_-pbFjKvJURuBwI3NytoQA,Bar restaurante
las deudas,4.7,15,Agrelo 3399,C1224ABH,Cdad. Autónoma de Buenos Aires,AR,\N,\N,[],https://www.google.com/maps/search/?api=1&query=las%20deudas&query_place_id=ChIJxRXaNQDLvJURkPwM_71bKKA,\N
Sam Canillas,4.6,157,Colombres 432,ABB,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 5866-5078,['Panadería'],https://www.google.com/maps/search/?api=1&query=Sam%20Canillas&query_place_id=ChIJ8fF0B4HLvJUR4toqsyujY4I,Panadería
Accademia Della Pizza Boedo,4.2,4773,Av. Independencia 3601,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 48027229,['Pizzería'],https://www.google.com/maps/search/?api=1&query=Accademia%20Della%20Pizza%20Boedo&query_place_id=ChIJGRf2a1fLvJUR9S5GDe_Op2E,Pizzería
Paragüería Víctor,4.5,704,Av. Independencia 3701,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,http://www.paragueriavictor.com/,+54 11 5263-0324,['Tienda de accesorios de moda'],https://www.google.com/maps/search/?api=1&query=Parag%C3%BCer%C3%ADa%20V%C3%ADctor&query_place_id=ChIJqx6FOlbKvJURqheZe2zEkes,Tienda de accesorios de moda
La Nueva Boedo,4,399,Av. Boedo 573,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 4852-4445,['Panadería'],https://www.google.com/maps/search/?api=1&query=La%20Nueva%20Boedo&query_place_id=ChIJk8JqbvjKvJURMCTf0VX8EUw,Panadería
Pizza Lo+Hot,4.1,2466,Av. Boedo 432,AAN,Cdad. Autónoma de Buenos Aires,AR,https://pizzalomashot.com/,+54 11 4957-3800,['Pizzería'],https://www.google.com/maps/search/?api=1&query=Pizza%20Lo%2BHot&query_place_id=ChIJ55Pv9_fKvJUR05da1Nf9wOI,Pizzería
Yushenghe Hotpot Restaurant,3.9,93,Av. Boedo 451,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://www.instagram.com/yu_sheng_he?igsh=MTJ6NnRxejEwcjRoMQ==,+54 9 11 3219-1070,['Restaurante de hot pot'],https://www.google.com/maps/search/?api=1&query=Yushenghe%20Hotpot%20Restaurant&query_place_id=ChIJqyhpfADLvJURyhcoSpm35lg,Restaurante de hot pot
La Isla Bar,5,19,Venezuela 3399,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 4927-1366,['Bar con música en directo'],https://www.google.com/maps/search/?api=1&query=La%20Isla%20Bar&query_place_id=ChIJC2HhPTfLvJURBY7NhNhe4wk,Bar con música en directo
El Bar De Timbre por Gaby,4.4,218,"C1223ABV, México 3554",Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 5037-9401,['Bar'],https://www.google.com/maps/search/?api=1&query=El%20Bar%20De%20Timbre%20por%20Gaby&query_place_id=ChIJeckHYPjKvJURs81CSasSmJU,Bar
Errantes Cervecería Artesanal y Hamburguesería Boedo,4.5,553,Av. Boedo 521,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://pedidoswhats.app/a/errantesboedo,+54 11 2115-4376,"['Cervecería artesanal','Hamburguesería','Pizzería a domicilio','Pizzería','Pizza para llevar','Restaurante']",https://www.google.com/maps/search/?api=1&query=Errantes%20Cervecer%C3%ADa%20Artesanal%20y%20Hamburgueser%C3%ADa%20Boedo&query_place_id=ChIJ-yE8cN_LvJUR4ExpgMrxnec,Cervecería artesanal
Casa de Lucas,5,3,Sánchez de Loria 716,C1220ADD,Cdad. Autónoma de Buenos Aires,AR,\N,\N,['Bar'],https://www.google.com/maps/search/?api=1&query=Casa%20de%20Lucas&query_place_id=ChIJt3ZXOgDLvJURhC5XLibz-_Q,Bar
Pizzería 2 Amigos,4.5,72,Venezuela 3925,AAY,Cdad. Autónoma de Buenos Aires,AR,\N,+54 9 11 4449-6931,['Pizzería'],https://www.google.com/maps/search/?api=1&query=Pizzer%C3%ADa%202%20Amigos&query_place_id=ChIJ8zryyFnKvJURPBAk8EPFEks,Pizzería
Flores de Boedo,4.8,34,Av. Independencia 3399,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 9 11 3030-3399,"['Cafetería','Panadería']",https://www.google.com/maps/search/?api=1&query=Flores%20de%20Boedo&query_place_id=ChIJIdV6jePLvJURAdhn9rcYELQ,Cafetería
Bien Bohemio Bar - Tango Porteño,4.5,470,Sánchez de Loria 745,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 6545-5150,[],https://www.google.com/maps/search/?api=1&query=Bien%20Bohemio%20Bar%20-%20Tango%20Porte%C3%B1o&query_place_id=ChIJISknnPnKvJUR_SSAe6XOlaM,\N
La Calandria,5,25,José Mármol 370,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 4449-6931,['Restaurante'],https://www.google.com/maps/search/?api=1&query=La%20Calandria&query_place_id=ChIJt8H18drLvJUReoz4Z2LMj2w,Restaurante
El Molino Dorado,4.6,1187,Quito 4100,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://instagram.com/elmolino.dorado?utm_medium=copy_link,+54 11 6260-7418,['Restaurante'],https://www.google.com/maps/search/?api=1&query=El%20Molino%20Dorado&query_place_id=ChIJI8r1yVvKvJUR2NmlOwoPASE,Restaurante
El Faro de Vigo,4.5,1642,Quintino Bocayuva 522,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://www.instagram.com/elfarodevigo/,+54 11 2520-5013,['Restaurante'],https://www.google.com/maps/search/?api=1&query=El%20Faro%20de%20Vigo&query_place_id=ChIJgeEb81nKvJURRKvA9OOiE6g,Restaurante
Il Mistico Restaurante flipper & cucina,4.5,130,"México 4191 México 4199, José Mármol 596",Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 3162-0002,['Restaurante'],https://www.google.com/maps/search/?api=1&query=Il%20Mistico%20Restaurante%20flipper%20%26%20cucina&query_place_id=ChIJz-xw6TPLvJURbkcIdZhWQBY,Restaurante
Tamales El Antojo,4.8,24,Av. Independencia 3978,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 3824-7450,['Restaurante'],https://www.google.com/maps/search/?api=1&query=Tamales%20El%20Antojo&query_place_id=ChIJ2Wd2hODKvJUR_RnNrzNkAKA,Restaurante
Pizzeria La Guitarrita | Caballito,4.7,2739,Av. La Plata 225,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,http://www.laguitarrita.com.ar/,+54 11 3966-1188,"['Pizzería','Fábrica de cerveza','Restaurante']",https://www.google.com/maps/search/?api=1&query=Pizzeria%20La%20Guitarrita%20%7C%20Caballito&query_place_id=ChIJYZ7klzLLvJUROUK-me4SiKo,Pizzería
Mini Bar,4.6,5,Av. Independencia 3933,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 4931-3367,['Snack bar'],https://www.google.com/maps/search/?api=1&query=Mini%20Bar&query_place_id=ChIJUwF9HlfKvJURMH3j4cso4Vs,Snack bar
Timbre 4,4.7,1279,México 3554,ABV,Cdad. Autónoma de Buenos Aires,AR,http://www.timbre4.com/,+54 11 4932-4395,['Teatro'],https://www.google.com/maps/search/?api=1&query=Timbre%204&query_place_id=ChIJ5dEAYPjKvJUR-zdsgmwz7C8,Teatro
Class SW,3.9,169,Castro Barros 553,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 3540-6300,"['Club nocturno','Pub']",https://www.google.com/maps/search/?api=1&query=Class%20SW&query_place_id=ChIJraPlg9vLvJURfJS5EscUxgM,Club nocturno
Restó Parrilla Los Salteños,4.1,381,Av. Independencia 4173,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 4957-0049,"['Parrilla','Pub restaurante']",https://www.google.com/maps/search/?api=1&query=Rest%C3%B3%20Parrilla%20Los%20Salte%C3%B1os&query_place_id=ChIJl_lz6VDKvJURz4c7r08DSQE,Parrilla
Don Cipriano Resto-Bar,4.3,159,Av. Boedo 370,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://www.instagram.com/donciprianorestobar/,+54 11 4932-2299,['Restaurante'],https://www.google.com/maps/search/?api=1&query=Don%20Cipriano%20Resto-Bar&query_place_id=ChIJpc4l5PfKvJUR4yYNIYtjjk4,Restaurante
La Gringa Resto y Beer,4.6,429,José Mármol 10,C1183ACB,Cdad. Autónoma de Buenos Aires,AR,https://www.instagram.com/lagringaresto/,+54 11 5017-5060,['Restaurante'],https://www.google.com/maps/search/?api=1&query=La%20Gringa%20Resto%20y%20Beer&query_place_id=ChIJW0iXgSfLvJURGN0-dr3gaWs,Restaurante
Shawarma dalal,4.4,319,Muñiz 605,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 7142-7693,['Restaurante'],https://www.google.com/maps/search/?api=1&query=Shawarma%20dalal&query_place_id=ChIJxauwSAHLvJURUVecS_NaCL8,Restaurante
ReSaltar,4.2,1734,Av. Independencia 4141,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,http://resaltar.com.ar/,+54 11 2084-1206,['Centro de ocio'],https://www.google.com/maps/search/?api=1&query=ReSaltar&query_place_id=ChIJNcsvQKDLvJURgoMIK96DHXE,Centro de ocio
Molly’s,4.7,3156,Av. La Plata 502,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://www.instagram.com/mollys_coffeeandbar,\N,['Cafetería'],https://www.google.com/maps/search/?api=1&query=Molly%E2%80%99s&query_place_id=ChIJs7bWbL_LvJUR0aSMEllVlKc,Cafetería
La Farola de Caballito,3.9,3629,Av. Independencia 4399,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 5263-0715,"['Restaurante','Cafetería','Pizzería']",https://www.google.com/maps/search/?api=1&query=La%20Farola%20de%20Caballito&query_place_id=ChIJt13lPVDKvJUR76YcNfaag4s,Restaurante
La Magistral,4.6,336,Av. La Plata 434,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://www.instagram.com/lamagistralpastas/?hl=es,+54 11 4958-2009,"['Tienda de pasta','Restaurante especializado en fideos']",https://www.google.com/maps/search/?api=1&query=La%20Magistral&query_place_id=ChIJ58Mht1rKvJURDamF0L7-zaA,Tienda de pasta
Restaurant China Doll,3.7,352,Av. La Plata 492,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 3888-9088,"['Restaurante chino','Restaurante']",https://www.google.com/maps/search/?api=1&query=Restaurant%20China%20Doll&query_place_id=ChIJT8eiqFrKvJURsg6GWdICWZM,Restaurante chino
Ozara Fiestas y Eventos,4.5,730,Venezuela 4136,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,http://www.ozara.com.ar/,+54 11 4958-6351,"['Salón para eventos','Organizador de eventos']",https://www.google.com/maps/search/?api=1&query=Ozara%20Fiestas%20y%20Eventos&query_place_id=ChIJu_TXIFrKvJUR0BNXo_Tnk2U,Salón para eventos
Shawarma heba,4.8,36,Av. Díaz Vélez 4226,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 2714-1409,['Restaurante'],https://www.google.com/maps/search/?api=1&query=Shawarma%20heba&query_place_id=ChIJy73Yyl_LvJURgA8AaUpwSw8,Restaurante
BODEGÓN CARAVAGGIO,4.6,513,Tte. Gral. Juan Domingo Perón 4486,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://puertolopezar.wixsite.com/puertolopez/menus,+54 11 7560-3629,['Restaurante'],https://www.google.com/maps/search/?api=1&query=BODEG%C3%93N%20CARAVAGGIO&query_place_id=ChIJcbXB5S_LvJURhODkIeA7Dsw,Restaurante
Jalá,4.5,359,Río de Janeiro 692,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://linktr.ee/jalalocal?utm_source=linktree_profile_share&ltsid=066fb19f-d34d-41ea-8a2d-ee1fcee82338https://linktr.ee/jalalocal?utm_source=linktree_profile_share&ltsid=066fb19f-d34d-41ea-8a2d-ee1fcee82338,+54 9 11 7121-2074,"['Restaurante','Chiringuito']",https://www.google.com/maps/search/?api=1&query=Jal%C3%A1&query_place_id=ChIJ92VjfazLvJURo68giQufP64,Restaurante
Té 369,5,2,Pringles 369,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,\N,['Restaurante vegetariano'],https://www.google.com/maps/search/?api=1&query=T%C3%A9%20369&query_place_id=ChIJM0PZoVLLvJURkLpNLuP09eA,Restaurante vegetariano
Al Dente,5,15,Lambaré 897,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 4863-4521,['Restaurante especializado en fideos'],https://www.google.com/maps/search/?api=1&query=Al%20Dente&query_place_id=ChIJ3T04DwDLvJUR1aE_sC4jPbA,Restaurante especializado en fideos
BIG JOE,4.1,3280,Av. Corrientes 4656,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://www.instagram.com/bigjoe.arg/,+54 11 7521-2566,['Restaurante'],https://www.google.com/maps/search/?api=1&query=BIG%20JOE&query_place_id=ChIJYzAX0G_KvJUR6HsVZRvKw3s,Restaurante
Green Deli,4.6,378,Av. Díaz Vélez 4501,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,\N,['Restaurante'],https://www.google.com/maps/search/?api=1&query=Green%20Deli&query_place_id=ChIJjb-78WjKvJURbNSo4PEbumQ,Restaurante
"Kiwi Sushi, Restaurante, Delivery & Take away",4.7,810,Yatay 525,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://bit.ly/PediKiwi,+54 11 2869-3546,"['Restaurante','Restaurante argentino','Restaurante de comida rápida','Tienda de bebidas alcohólicas','Tienda de ensaladas','Restaurante de sushi','Restaurante venezolano']",https://www.google.com/maps/search/?api=1&query=Kiwi%20Sushi%2C%20Restaurante%2C%20Delivery%20%26%20Take%20away&query_place_id=ChIJW9w7kbXLvJURvvhku6qgR18,Restaurante
Reggina Almagro,4.1,3775,Av. Corrientes 4602,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://linktr.ee/reggina.ristorante?utm_source=linktree_admin_share,+54 11 3059-3085,['Restaurante italiano'],https://www.google.com/maps/search/?api=1&query=Reggina%20Almagro&query_place_id=ChIJS0l5wm_KvJUR0k64A1JyTh8,Restaurante italiano
Pizzería Río,4.8,540,Río de Janeiro 863,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 4862-5115,"['Pizzería','Restaurante italiano']",https://www.google.com/maps/search/?api=1&query=Pizzer%C3%ADa%20R%C3%ADo&query_place_id=ChIJi2PmGG_KvJURxJwu0RBdQv8,Pizzería
Cooperativa de Trabajo la Cacerola Ltda.,4.5,502,Franklin 26,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://cooperativalacacerola.ar/,+54 11 4982-2008,"['Bar restaurante','Panadería','Servicio de catering','Pastelería','Panadería mayorista']",https://www.google.com/maps/search/?api=1&query=Cooperativa%20de%20Trabajo%20la%20Cacerola%20Ltda.&query_place_id=ChIJy10o427KvJURkxyhLwDZo0A,Bar restaurante
Lanonasimona,4.6,16,4402,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 6613-0764,['Restaurante'],https://www.google.com/maps/search/?api=1&query=Lanonasimona&query_place_id=ChIJvV5-o9TLvJURfIjJui2OHuw,Restaurante
Tap Haus,4.6,565,"CNEL JOSE, F BOGADO 4401",Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,\N,['Cervecería artesanal'],https://www.google.com/maps/search/?api=1&query=Tap%20Haus&query_place_id=ChIJg6g7TyDLvJURGSY7wWhEQvs,Cervecería artesanal
La Abuela Amasa Caballito,4.6,92,C. Dr. Juan Felipe Aranguren 19,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 5833-7469,"['Tienda de pasta','Restaurante especializado en fideos']",https://www.google.com/maps/search/?api=1&query=La%20Abuela%20Amasa%20Caballito&query_place_id=ChIJ_RADzmfKvJURqH_wysNlRKA,Tienda de pasta
Restaurante Teamim,4.5,290,Av. Díaz Vélez 4431,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,http://teamimelsabor.com/#!/-index/,+54 11 5114-1555,['Restaurante de cocina de Oriente Medio'],https://www.google.com/maps/search/?api=1&query=Restaurante%20Teamim&query_place_id=ChIJ4Z6tiWjKvJURDVxUh-5IDxg,Restaurante de cocina de Oriente Medio
Tribu Mostra,4.9,148,Lambaré 873,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://www.instagram.com/tribu.mostra/,\N,['Bar'],https://www.google.com/maps/search/?api=1&query=Tribu%20Mostra&query_place_id=ChIJwfdoxD_LvJURdyRvUdDbkuA,Bar
El King Bar Pool & Ribs,4.8,3229,Río de Janeiro 389,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://www.instagram.com/el_king_bar/,+54 11 2135-3870,['Bar restaurante'],https://www.google.com/maps/search/?api=1&query=El%20King%20Bar%20Pool%20%26%20Ribs&query_place_id=ChIJ2XS_sozLvJURuU8DHFOT_fU,Bar restaurante
Tincho Bar,4.5,106,Tte. Gral. Juan Domingo Perón 4193,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://linktr.ee/tinchoficial?utm_source=linktree_profile_share&ltsid=ce9ae222-d96e-419c-ba92-36087984a925,+54 11 6263-5485,"['Cafetería','Bar','Restaurante']",https://www.google.com/maps/search/?api=1&query=Tincho%20Bar&query_place_id=ChIJl3IXAXXLvJURJebUlWXq9fc,Cafetería
Bellmezz Restó - Bar,4.4,592,Av. Díaz Vélez 4302,AAX,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 4079-2181,"['Bar','Restaurante','Pizzería']",https://www.google.com/maps/search/?api=1&query=Bellmezz%20Rest%C3%B3%20-%20Bar&query_place_id=ChIJmX1Bz2fKvJUR6n-YggeTUzQ,Bar
El Tano de Arriba,4.5,714,Av. Díaz Vélez 4492,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://m.facebook.com/eltanodearriba.bar/,+54 11 4982-3084,"['Bar','Cafetería']",https://www.google.com/maps/search/?api=1&query=El%20Tano%20de%20Arriba&query_place_id=ChIJl94v9WjKvJURQSvNWV8jkjY,Bar
Manama Café Bar Almagro,4.5,81,Rawson 378 C1182ACF,ACF,Cdad. Autónoma de Buenos Aires,AR,http://www.instagram.com/manamacafe,+54 11 2143-7410,['Bar'],https://www.google.com/maps/search/?api=1&query=Manama%20Caf%C3%A9%20Bar%20Almagro&query_place_id=ChIJoyI1zyTLvJURA6fgUtcdnIA,Bar
Bar Demmy,3.7,13,Potosí 4246,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 2189-8523,['Bar'],https://www.google.com/maps/search/?api=1&query=Bar%20Demmy&query_place_id=ChIJ7fYBEnzLvJURu8xNm98Cbpo,Bar
encuentros,4.1,34,Tte. Gral. Juan Domingo Perón 4193,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://www.instagram.com/tinchoficial?r=nametag,\N,"['Cafetería','Bar restaurante','Hotel','Restaurante']",https://www.google.com/maps/search/?api=1&query=encuentros&query_place_id=ChIJwxvVYmbKvJURSFJA7DT7cV4,Cafetería
Bar Jardin Vito,3,3,Ramos Mejía 600,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,\N,"['Bar','Cafetería']",https://www.google.com/maps/search/?api=1&query=Bar%20Jardin%20Vito&query_place_id=ChIJF96EO-rLvJURSpd38JOzQ-U,Bar
Felufa cafe,\N,\N,Río de Janeiro 741,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,\N,['Cafetería'],https://www.google.com/maps/search/?api=1&query=Felufa%20cafe&query_place_id=ChIJS7BG3k3LvJUR6Y05lnMjz7g,Cafetería
Senén - Café de especialidad,4.9,280,Yatay 738,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://www.instagram.com/cafesenen?igsh=MWV1NGRubGRlZ2d6eg==,\N,['Cafetería'],https://www.google.com/maps/search/?api=1&query=Sen%C3%A9n%20-%20Caf%C3%A9%20de%20especialidad&query_place_id=ChIJhf6nPEzLvJUR-S6Jx-UfiP4,Cafetería
onno café,4.8,157,Río de Janeiro 1035,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://www.instagram.com/onno.cafe,\N,['Cafetería'],https://www.google.com/maps/search/?api=1&query=onno%20caf%C3%A9&query_place_id=ChIJacswwwLLvJUR2xfn8E8CVHk,Cafetería
Surtido. Café,4.7,12,Gascón 523,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://www.instagram.com/surtido.cafe?igsh=bDRtOXBuMmI1czV1,\N,"['Cafetería','Snack bar']",https://www.google.com/maps/search/?api=1&query=Surtido.%20Caf%C3%A9&query_place_id=ChIJd5eUiijLvJURWeYK5OB_rgQ,Cafetería
